file,rows_in,rows_out,bad_tradeDate_rows,duplicate_tradeDate_rows,placeholder_cells,duplicate_column_groups,bad_close_rows,status
603179.XSHG.csv,735,735,0,0,0,1,0,ok
603225.XSHG.csv,735,735,0,0,0,1,0,ok
603228.XSHG.csv,735,735,0,0,0,1,0,ok
603233.XSHG.csv,735,735,0,0,0,1,0,ok
603290.XSHG.csv,735,735,0,0,0,1,0,ok
603298.XSHG.csv,735,735,0,0,0,1,0,ok
603338.XSHG.csv,735,735,0,0,0,1,0,ok
603341.XSHG.csv,735,735,0,0,0,1,0,ok
603345.XSHG.csv,735,735,0,0,0,1,0,ok
603379.XSHG.csv,735,735,0,0,0,1,0,ok
603486.XSHG.csv,735,735,0,0,0,1,0,ok
603529.XSHG.csv,735,735,0,0,0,1,0,ok
603556.XSHG.csv,735,735,0,0,0,1,0,ok
603565.XSHG.csv,735,735,0,0,0,1,0,ok
603568.XSHG.csv,735,735,0,0,0,1,0,ok
603589.XSHG.csv,735,735,0,0,0,1,0,ok
603596.XSHG.csv,735,735,0,0,0,1,0,ok
603605.XSHG.csv,735,735,0,0,0,1,0,ok
603606.XSHG.csv,735,735,0,0,0,1,0,ok
603650.XSHG.csv,735,735,0,0,0,1,0,ok
603658.XSHG.csv,735,735,0,0,0,1,0,ok
603659.XSHG.csv,735,735,0,0,0,1,0,ok
603688.XSHG.csv,735,735,0,0,0,1,0,ok
603707.XSHG.csv,735,735,0,0,0,1,0,ok
603728.XSHG.csv,735,735,0,0,0,1,0,ok
603737.XSHG.csv,735,735,0,0,0,1,0,ok
603786.XSHG.csv,735,735,0,0,0,1,0,ok
603816.XSHG.csv,735,735,0,0,0,1,0,ok
603826.XSHG.csv,735,735,0,0,0,1,0,ok
603858.XSHG.csv,735,735,0,0,0,1,0,ok
603868.XSHG.csv,735,735,0,0,0,1,0,ok
603885.XSHG.csv,735,735,0,0,0,1,0,ok
603893.XSHG.csv,735,735,0,0,0,1,0,ok
603899.XSHG.csv,735,735,0,0,0,1,0,ok
603927.XSHG.csv,735,735,0,0,0,1,0,ok
603939.XSHG.csv,735,735,0,0,0,1,0,ok
603979.XSHG.csv,735,735,0,0,0,1,0,ok
605358.XSHG.csv,735,735,0,0,0,1,0,ok
605589.XSHG.csv,735,735,0,0,0,1,0,ok
688002.XSHG.csv,735,735,0,0,0,1,0,ok
688017.XSHG.csv,735,735,0,0,0,1,0,ok
688027.XSHG.csv,735,735,0,0,0,1,0,ok
688032.XSHG.csv,735,735,0,0,0,1,0,ok
688052.XSHG.csv,735,735,0,0,0,1,0,ok
688065.XSHG.csv,735,735,0,0,0,1,0,ok
688072.XSHG.csv,735,735,0,0,0,1,0,ok
688099.XSHG.csv,735,735,0,0,0,1,0,ok
688100.XSHG.csv,735,735,0,0,0,1,0,ok
688114.XSHG.csv,735,735,0,0,0,1,0,ok
688120.XSHG.csv,735,735,0,0,0,1,0,ok
688122.XSHG.csv,735,735,0,0,0,1,0,ok
688153.XSHG.csv,735,735,0,0,0,1,0,ok
688172.XSHG.csv,735,735,0,0,0,1,0,ok
688180.XSHG.csv,735,735,0,0,0,1,0,ok
688183.XSHG.csv,735,735,0,0,0,1,0,ok
688188.XSHG.csv,735,735,0,0,0,1,0,ok
688213.XSHG.csv,735,735,0,0,0,1,0,ok
688220.XSHG.csv,735,735,0,0,0,1,0,ok
688234.XSHG.csv,735,735,0,0,0,1,0,ok
688235.XSHG.csv,735,735,0,0,0,1,0,ok
688248.XSHG.csv,735,735,0,0,0,1,0,ok
688249.XSHG.csv,735,735,0,0,0,1,0,ok
688278.XSHG.csv,735,735,0,0,0,1,0,ok
688281.XSHG.csv,735,735,0,0,0,1,0,ok
688295.XSHG.csv,735,735,0,0,0,1,0,ok
688297.XSHG.csv,735,735,0,0,0,1,0,ok
688301.XSHG.csv,735,735,0,0,0,1,0,ok
688318.XSHG.csv,735,735,0,0,0,1,0,ok
688349.XSHG.csv,735,735,0,0,0,1,0,ok
688361.XSHG.csv,735,735,0,0,0,1,0,ok
688363.XSHG.csv,735,735,0,0,0,1,0,ok
688375.XSHG.csv,735,735,0,0,0,1,0,ok
688385.XSHG.csv,735,735,0,0,0,1,0,ok
688387.XSHG.csv,735,735,0,0,0,1,0,ok
688425.XSHG.csv,735,735,0,0,0,1,0,ok
688469.XSHG.csv,735,735,0,0,0,1,0,ok
688475.XSHG.csv,735,735,0,0,0,1,0,ok
688520.XSHG.csv,735,735,0,0,0,1,0,ok
688521.XSHG.csv,735,735,0,0,0,1,0,ok
688525.XSHG.csv,735,735,0,0,0,1,0,ok
688538.XSHG.csv,735,735,0,0,0,1,0,ok
688561.XSHG.csv,735,735,0,0,0,1,0,ok
688563.XSHG.csv,735,735,0,0,0,1,0,ok
688568.XSHG.csv,735,735,0,0,0,1,0,ok
688578.XSHG.csv,735,735,0,0,0,1,0,ok
688582.XSHG.csv,735,735,0,0,0,1,0,ok
