tradeDate,mvel1,beta,betasq,chmom,dolvol,idiovol,indmom,mom1m,mom6m,mom12m,mom36m,pricedelay,turn,absacc,acc,age,agr,bm,bm_ia,cashdebt,cashpr,cfp,cfp_ia,chatoia,chcsho,chempia,chinv,chpmia,convind,currat,depr,divi,divo,dy,egr,ep,gma,grcapx,grltnoa,herf,hire,invest,lev,lgr,mve_ia,operprof,orgcap,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,pctacc,ps,quick,rd,rd_mve,rd_sale,realestate,roic,salecash,saleinv,salerec,secured,securedind,sgr,sin,sp,tang,tb,aeavol,cash,chtx,cinvest,ear,nincr,roaq,roavol,roeq,rsup,stdacc,stdcf,ms,baspread,ill,maxret,retvol,std_dolvol,std_turn,zerotrade,sic2,close
1990-01-31,25388614.625,1.0428147254,1.0874625515,-0.038925847,15.265870467,0.0362691662,0.1396734733,0.0299140400999999,0.1457518736,0.3966162953,0.3618753936,0.0977164166,0.221097291,0.0179651406,0.0179651406,18.0,-0.239264361,0.1747455023,-0.552660303,0.3375519429999999,392.6875,0.0384519713,-0.104610384,0.0838757359,0.0008476196,0.074960472,0.1217610234,-0.0007764139999999,0.0,1.7575735427,0.0802527016,0.0,0.0,0.0047391398,0.3325446214,0.0438595171,0.9364678226,0.0104685356,0.1245524834999999,0.1524439216,0.218579235,0.2740279305,0.1755886812,0.1660149686,8835.263700399999,0.4494531774,0.0150068342,-0.06385115,0.0549530965,0.0371661435,-0.043484677,-0.068541307,0.0300300311,0.2110824284,0.0366806079,0.0237611802,0.1232924161999999,6.0,0.1353496209,0.0,0.0,0.0,0.5733156456,0.1856927124,1378.375,6.1613666901,85.577170305,0.9145711928,1.0,0.2938574514,0.0,1.0817397233,0.5412891371,-0.077035875,0.0128247103,0.0011478939,0.0045068404,-0.008588728,0.0035713384999999,0.0,0.0311791433,0.006623161,0.0659225395,0.053577892,0.0719995188,0.0786027054,5.0,0.0195124432,5.007632e-10,0.0291545186,0.0126685258,0.4642454918,0.4826023639,1.2537295e-07,53.0,
1990-02-28,24115647.875,1.0950917371,1.1992259126,-0.297460387,15.303862906,0.0360933124,0.0745216537,-0.050139274,0.0401962714,0.3371743584,0.4045546148,0.0045305057,0.2018395217,0.0179651406,0.0179651406,18.0,-0.239264361,0.1747455023,-3.949054171,0.3375519429999999,358.14329643,0.0384519713,-0.104610384,0.0838757359,0.0008476196,0.074960472,0.1217610234,-0.0007764139999999,0.0,1.7575735427,0.0802527016,0.0,0.0,0.0047391398,0.3325446214,0.0438595171,0.9364678226,0.0104685356,0.1245524834999999,0.1524439216,0.218579235,0.2740279305,0.1755886812,0.1660149686,8835.263700399999,0.4494531774,0.0150068342,-0.06385115,0.0549530965,0.0371661435,-0.043484677,-0.068541307,0.0300300311,0.2110824284,0.0366806079,0.0237611802,0.1232924161999999,6.0,0.1353496209,0.0,0.0,0.0,0.5733156456,0.1856927124,1429.7708332999998,6.1613666901,85.577170305,0.9145711928,1.0,0.2938574514,0.0,1.0817397233,0.5412891371,-0.077035875,1.5049442408000002,0.0012888974,0.0037665222999999,-0.011598178,-0.037373782,1.0,0.0316879465,0.0066019935,0.0690046015,0.0490786716,0.0689250242,0.0752882855,5.0,0.0273123604999999,4.851714e-10,0.0501392744,0.0186297426,0.3383335005,0.4097362577,7.700394099999999e-08,53.0,
1990-03-30,24893572.0,1.0915151825,1.1914053936,-0.288683153,15.613522109000002,0.0358498944,-0.0500845459999999,0.0322580636,0.0101122452,0.3448429013,0.175094152,0.042587538,0.2018217434,0.0179651406,0.0179651406,18.0,-0.239264361,0.1747455023,-3.960520137,0.3375519429999999,358.14329643,0.0384519713,-0.104610384,0.0838757359,0.0008476196,0.074960472,0.1217610234,-0.0007764139999999,0.0,1.7575735427,0.0802527016,0.0,0.0,0.0047391398,0.3325446214,0.0438595171,0.9364678226,0.0104685356,0.1245524834999999,0.1524439216,0.218579235,0.2740279305,0.1755886812,0.1660149686,9123.2002327,0.4494531774,0.0150068342,-0.06385115,0.0549530965,0.0371661435,-0.043484677,-0.068541307,0.0300300311,0.2110824284,0.0366806079,0.0237611802,0.1232924161999999,6.0,0.1353496209,0.0,0.0,0.0,0.5733156456,0.1856927124,1378.375,6.1613666901,85.577170305,0.9145711928,1.0,0.2938574514,0.0,1.0817397233,0.5412891371,-0.077035875,1.5049442408000002,0.0012888974,0.0037665222999999,-0.011598178,-0.037373782,1.0,0.0316879465,0.0066019935,0.0690046015,0.0490786716,0.0689250242,0.0752882855,5.0,0.022416595,6.423402e-10,0.0328358225999999,0.0175930368,0.4055207614,0.3560852831,1.3312729000000004e-07,53.0,
1990-04-30,26742460.5,1.1024793373,1.2154606891,-0.109442105,15.275452142,0.0358743256,-0.082157973,0.075454548,0.0744860384,0.3592280639999999,0.1415725303,0.0456453921,0.2136608371999999,0.0179651406,0.0179651406,18.0,-0.239264361,0.1747455023,-3.961779388,0.3375519429999999,358.14329643,0.0384519713,-0.104610384,0.0838757359,0.0008476196,0.074960472,0.1217610234,-0.0007764139999999,0.0,1.7575735427,0.0802527016,0.0,0.0,0.0047391398,0.3325446214,0.0438595171,0.9364678226,0.0104685356,0.1245524834999999,0.1524439216,0.218579235,0.2740279305,0.1755886812,0.1660149686,9825.0384155,0.4494531774,0.0150068342,-0.06385115,0.0549530965,0.0371661435,-0.043484677,-0.068541307,0.0300300311,0.2110824284,0.0366806079,0.0237611802,0.1232924161999999,6.0,0.1353496209,0.0,0.0,0.0,0.5733156456,0.1856927124,1338.2419355,6.1613666901,85.577170305,0.9145711928,1.0,0.2938574514,0.0,1.0817397233,0.5412891371,-0.077035875,1.5049442408000002,0.0012888974,0.0037665222999999,-0.011598178,-0.037373782,1.0,0.0316879465,0.0066019935,0.0690046015,0.0490786716,0.0689250242,0.0752882855,5.0,0.0172251685,3.997852e-10,0.0194986071,0.0111280390999999,0.3454754958,0.4118763493,9.469360800000001e-08,53.0,
1990-05-31,28086658.25,1.1240300018,1.263443445,0.0430787905,15.469360493,0.0364010904,-0.091842606,0.0502645485,0.1416384769,0.3196697239,0.2840510178,0.0571227387999999,0.1983822693,0.0179651406,0.0179651406,18.0,-0.239264361,0.1747455023,-3.961779388,0.3375519429999999,354.90073529,0.0384519713,-0.104610384,0.0838757359,0.0008476196,0.074960472,0.1217610234,-0.0007764139999999,0.0,1.7575735427,0.0802527016,0.0,0.0,0.0047391398,0.3325446214,0.0438595171,0.9364678226,0.0104685356,0.1245524834999999,0.1524439216,0.218579235,0.2740279305,0.1755886812,0.1660149686,10303.973664,0.4494531774,0.0150068342,-0.06385115,0.0549530965,0.0371661435,-0.043484677,-0.068541307,0.0300300311,0.2110824284,0.0366806079,0.0237611802,0.1232924161999999,6.0,0.1353496209,0.0,0.0,0.0,0.5733156456,0.1856927124,1367.3333332999998,6.1613666901,85.577170305,0.9145711928,1.0,0.2938574514,0.0,1.0817397233,0.5412891371,-0.077035875,-0.2375724069999999,0.001068332,0.0042962138,0.0283280709,0.0396840191,2.0,0.0319243218,0.0064636416,0.069205632,0.0550229144,0.0668702189,0.0729476591,5.0,0.0188459487,3.932628e-10,0.0274999999,0.0139566212,0.3535284776,0.3698806409,1.0302969e-07,53.0,
1990-06-29,31907009.75,1.1355455116,1.2894636089,0.1407858682,15.280082397,0.0363664271,-0.183782807,0.1360201538,0.140617316,0.3173883518,0.3076296787,0.0555668100999999,0.2408313346999999,0.0179651406,0.0179651406,18.0,-0.239264361,0.1747455023,-3.961779388,0.3375519429999999,375.05882353,0.0384519713,-0.104610384,0.0838757359,0.0008476196,0.074960472,0.1217610234,-0.0007764139999999,0.0,1.7575735427,0.0802527016,0.0,0.0,0.0047391398,0.3325446214,0.0438595171,0.9364678226,0.0104685356,0.1245524834999999,0.1524439216,0.218579235,0.2740279305,0.1755886812,0.1660149686,10303.973664,0.4494531774,0.0150068342,-0.06385115,0.0549530965,0.0371661435,-0.043484677,-0.068541307,0.0300300311,0.2110824284,0.0366806079,0.0237611802,0.1232924161999999,6.0,0.1353496209,0.0,0.0,0.0,0.5733156456,0.1856927124,1367.3333332999998,6.1613666901,85.577170305,0.9145711928,1.0,0.2938574514,0.0,1.0817397233,0.5412891371,-0.077035875,-0.2375724069999999,0.001068332,0.0042962138,0.0283280709,0.0396840191,2.0,0.0319243218,0.0064636416,0.069205632,0.0550229144,0.0668702189,0.0729476591,5.0,0.0213932531999999,3.728558e-10,0.0430838987,0.0180654482,0.3543995136999999,0.5089131504,6.616489599999999e-08,53.0,
1990-07-31,35318097.25,1.133979244,1.2859089259,0.2135676282,15.590368116,0.0352446977999999,-0.0694949,0.1076718419999999,0.2581285507,0.4846243271,0.1392826556,0.0869041744999999,0.1438740753,0.0179651406,0.0179651406,18.0,-0.239264361,0.1221127677,-4.464803138,0.3375519429999999,433.60984095,0.0384519713,-0.104610384,0.0838757359,0.0008476196,0.074960472,0.1217610234,-0.0007764139999999,0.0,1.7575735427,0.0802527016,0.0,0.0,0.0047391398,0.3325446214,0.0438595171,0.9364678226,0.0104685356,0.1245524834999999,0.1524439216,0.218579235,0.2740279305,0.1755886812,0.1660149686,11921.568493,0.4494531774,0.0150068342,-0.06385115,0.0549530965,0.0371661435,-0.043484677,-0.068541307,0.0300300311,0.2110824284,0.0366806079,0.0237611802,0.1232924161999999,6.0,0.1353496209,0.0,0.0,0.0,0.5733156456,0.1856927124,1233.8,6.1613666901,85.577170305,0.9145711928,1.0,0.2938574514,0.0,1.0817397233,0.5412891371,-0.077035875,-0.2375724069999999,0.001068332,0.0042962138,0.0283280709,0.0396840191,2.0,0.0319243218,0.0064636416,0.069205632,0.0550229144,0.0668702189,0.0729476591,5.0,0.0233452272,2.413639e-10,0.0385438986,0.0170855926,0.3349073395,0.6390568925,5.9398731e-08,53.0,
1990-08-31,35530430.5,1.1303062895,1.277592308,0.487934681,15.370946247,0.0350193242,-0.107085409,0.0060120239,0.4671556911,0.4496108346,0.173164065,0.0664176339,0.2548211361,0.0287238379999999,0.0287238379999999,19.0,-0.289137106,0.1607261389,-4.378361578,0.3547428884,461.24225305,0.0359205538,-0.0179035689999999,-0.074541179,0.0009618258,0.1243239638,0.14791795,0.0088151589,0.0,1.6562721526,0.0785426723,0.0,0.0,0.0051588578,0.3183779828,0.0445848705999999,0.9450222873,0.4497692311,0.1410334224,0.1374336507,0.2152466368,0.3281701183,0.1754106555,0.2628959898,11835.44788,0.4375748356,0.0145776283,0.0177127051,-0.05763707,-0.021308059,0.0006136444,-0.261142801,-0.071302504,0.2779581264999999,0.0046026386,-0.053964978,0.1943331164999999,4.0,0.101315003,0.0,0.0,0.0,0.5542522147,0.1807537638,1377.75,5.8288686749,110.04893024,0.9197237055,1.0,0.2499711728999999,0.0,1.0695833794,0.5412857018,0.078844691,0.4232737323,0.0015600453,0.010083388,-0.000925623,0.0809460934,3.0,0.0483950644,0.0073429952,0.1194856411999999,0.0653398966,0.0666213234,0.0732873713,5.0,0.0345729199,2.342299e-10,0.0480000004,0.0231886563,0.4959669032,0.8842515068000001,4.5483887000000006e-08,53.0,
1990-09-28,32274654.0,1.1448419787000002,1.3106631562,0.2577282539,15.522738754,0.0363174206,-0.200037155,-0.090517931,0.4298520092,0.4909017001,0.0546637376999999,0.0796149301,0.365016557,0.0287238379999999,0.0287238379999999,19.0,-0.289137106,0.1607261389,-4.50251295,0.3547428884,472.04340662,0.0359205538,-0.0179035689999999,-0.074541179,0.0009618258,0.1243239638,0.14791795,0.0088151589,0.0,1.6562721526,0.0785426723,0.0,0.0,0.0051588578,0.3183779828,0.0445848705999999,0.9450222873,0.4497692311,0.1410334224,0.1374336507,0.2152466368,0.3281701183,0.1754106555,0.2628959898,11921.568493,0.4375748356,0.0145776283,0.0177127051,-0.05763707,-0.021308059,0.0006136444,-0.261142801,-0.071302504,0.2779581264999999,0.0046026386,-0.053964978,0.1943331164999999,4.0,0.101315003,0.0,0.0,0.0,0.5542522147,0.1807537638,1338.2419355,5.8288686749,110.04893024,0.9197237055,1.0,0.2499711728999999,0.0,1.0695833794,0.5412857018,0.078844691,0.4232737323,0.0015600453,0.010083388,-0.000925623,0.0809460934,3.0,0.0483950644,0.0073429952,0.1194856411999999,0.0653398966,0.0666213234,0.0732873713,5.0,0.0437005255,4.359518e-10,0.0803720951,0.0354904552,0.4238785767,0.8698113947,3.9562182e-08,53.0,
1990-10-31,30859262.5,1.1420435609,1.3042634949,0.0005907901,15.566671706,0.0327942525,-0.296047316,-0.043859649,0.2091861682999999,0.3972882531,0.0943935841,0.14819908,0.385980838,0.0287238379999999,0.0287238379999999,19.0,-0.289137106,0.1607261389,-4.50251295,0.3547428884,450.44109948,0.0359205538,-0.0179035689999999,-0.074541179,0.0009618258,0.1243239638,0.14791795,0.0088151589,0.0,1.6562721526,0.0785426723,0.0,0.0,0.0051588578,0.3183779828,0.0445848705999999,0.9450222873,0.4497692311,0.1410334224,0.1374336507,0.2152466368,0.3281701183,0.1754106555,0.2628959898,12193.158778,0.4375748356,0.0145776283,0.0177127051,-0.05763707,-0.021308059,0.0006136444,-0.261142801,-0.071302504,0.2779581264999999,0.0046026386,-0.053964978,0.1943331164999999,4.0,0.1020810353999999,0.0,0.0,0.0,0.5542522147,0.1807537638,1401.4492754,5.8288686749,110.04893024,0.9197237055,1.0,0.2499711728999999,0.0,1.0695833794,0.5412857018,0.078844691,0.4232737323,0.0015600453,0.010083388,-0.000925623,0.0809460934,3.0,0.0483950644,0.0073429952,0.1194856411999999,0.0653398966,0.0666213234,0.0732873713,5.0,0.0324615247,3.801252e-10,0.0331753567,0.0179452633,0.294034292,0.3688511328,9.667274900000001e-08,53.0,
